,dates,MCCO_1,MCCO_2,MCCO_3,MCCO_4,MCCO_5,MCCO_6,MCCO_7,MCCO_8,MCCO_9,MCCO_10
11,1985-09-27 10:43:40+00:00,138.41570766216861,144.53730073106001,165.74441570372238,195.56360230873946,211.9481088580308,239.818929091232,301.03418305143293,297.2999595233731,296.8280351136764,305.3479331460873
12,1985-10-29 10:43:18+00:00,114.83805019304054,123.34500834294408,152.50405778675264,178.15408026687044,196.6332752874332,225.99738938771918,284.98155370979543,280.23432146919436,283.9127460715294,293.8943272172082
13,1985-11-14 10:43:03+00:00,145.72806372691713,157.79007892731312,182.52123472805852,207.94257008802015,226.762913443145,253.99060877978496,311.00156013839023,313.4738828302255,315.35529052102254,325.80396501480715
14,1986-02-02 10:41:30+00:00,125.55949155874063,128.34946322721947,162.59881108796503,185.96853180251537,207.57507637337937,239.9671762425579,293.6838550744749,287.5515162876092,288.97513849849975,294.87880183955303
15,1986-05-25 10:38:54+00:00,150.27110360302345,157.49067463783985,192.16942038839684,213.25691066411372,223.7228597407577,267.1330988293611,316.9281803551323,313.8683839453172,312.74692144463245,317.7949602849753
16,1986-10-16 10:34:04+00:00,126.39295753044223,136.71584680681735,167.33538900551682,189.79602790661426,203.86014943918286,246.34543317940017,295.8815489207186,289.19954653667986,288.8469263393765,300.2517923027166
17,1986-11-01 10:33:30+00:00,144.4823214046622,153.05887971125054,179.13911294235848,202.93658416518142,223.04307212569375,248.64326092286564,303.8126883805467,300.16318494467123,299.2515187396737,306.54494550791435
18,1986-11-17 10:32:53+00:00,134.52237421655653,145.02275408385367,175.2158093180309,192.24645770299713,211.78107048428524,244.07503192530595,296.5846540967028,293.01863395673536,294.2631339211149,306.2006837518458
19,1986-12-03 10:32:57+00:00,142.5263063617973,153.15744969412583,177.5899991017342,204.33479623831096,223.19780120497143,255.59989801541596,307.1723133641369,294.43993803954663,297.6847252579521,309.98655643027575
20,1987-01-20 10:34:22+00:00,133.04762658224539,145.1330384334184,178.39429847439732,200.01256208843694,214.0009576933453,251.66262069912977,303.4930832650322,292.3902037479081,297.67519198796015,300.55706128603214
21,1987-04-10 10:37:18+00:00,135.92614919623654,153.9712862422035,180.48994812117905,167.45550759863463,,260.9541698233681,,,,
22,1987-05-28 10:38:40+00:00,154.2810381421104,154.5796635552445,187.36727787923468,205.88909306101277,220.2278422645188,252.48312620855256,303.73993748536395,306.3043577120733,300.54931013653294,316.4304064822685
23,1987-06-13 10:39:02+00:00,,,,249.27981404867262,,,,,,
24,1987-06-29 10:39:23+00:00,149.72462924980502,158.12465806527152,181.11811702994854,201.414758876279,225.1473541526023,246.19880999745308,298.5280712541821,291.4174074273196,298.47622974436956,310.49074780069975
25,1987-07-31 10:40:07+00:00,166.53869244797806,174.59665488053435,201.00914796395824,214.91001962653328,231.72997719690855,256.4537724572988,319.4549826265096,307.2242508350462,305.9508366981458,321.9258610632913
26,1987-08-16 10:40:35+00:00,140.97062661429533,143.70142452918148,174.14005781883853,192.27075869184011,212.64714095015484,243.12813645591916,294.2541346244626,285.64375623338566,285.18141867063815,297.209530525721
27,1987-09-17 10:41:24+00:00,143.1039510818002,141.90308113682357,166.18419095395816,188.4254441641457,216.47568438767382,238.83576486430127,289.74398539266997,283.1223125029911,284.97269297172346,296.36661864289385
28,1988-03-11 10:44:24+00:00,153.43621483117096,153.1477677498695,173.29370939346296,197.61635010170926,211.76587225047408,248.64701955989275,310.6460453611977,299.22807782915385,295.2173092555752,304.26546931905705
29,1988-04-28 10:44:41+00:00,139.0409055689323,147.45324554078348,176.96512085955266,201.62021474053932,210.24283579160755,240.71590160146656,,,300.82136246842293,297.5746680479722
30,1988-05-14 10:44:53+00:00,150.22566938707706,153.95650440017397,170.21204560528167,189.75314252124195,199.6721764304229,244.5146619331772,289.8367854282607,292.8823305823247,303.16979380079044,317.3851088355335
31,1988-08-02 10:45:15+00:00,150.91148653800033,149.34678364000666,181.41730957875598,208.02124209008187,229.58634883601223,274.07477606309726,324.68427062759656,320.730742425353,316.98660140658313,321.69276417667714
32,1988-08-18 10:45:15+00:00,153.72189815157816,156.58595553421884,185.38573290773417,206.47395685840445,212.82617419487588,250.83452993067232,305.47294376245884,306.51870977847994,310.16522734390014,326.0742619721536
33,1988-09-03 10:45:18+00:00,143.3476562932358,138.49460960154178,168.09317350636206,197.58761363465965,218.33901916126217,254.94896521013834,312.48529942689345,311.3564392753889,308.08594681157285,315.4068584227539
34,1988-09-19 10:45:13+00:00,157.41668901089264,155.98469130621572,185.50560562640095,207.37006738698076,222.173040707332,261.4151904118212,310.7582769587697,308.2143496810221,304.64227540643054,315.1831923951928
35,1988-10-05 10:45:09+00:00,151.4876163243518,151.47053515791427,176.04632398386352,194.22980534831282,205.89260118852516,254.06304531306057,305.43865781685145,300.7064617476598,315.6989918690852,324.6979927533398
36,1988-10-21 10:45:02+00:00,139.2147995688146,132.2610190567317,161.12679730282878,188.74795878237154,207.55385095663928,250.52711972673407,302.75111497475285,297.84202424807347,294.56851262531677,307.4254161395562
37,1988-11-22 10:45:07+00:00,109.44606393366413,134.04909709509388,145.13845125511986,172.2167836936788,197.37492135496598,236.43059421726286,286.46036906642416,272.68583115445585,,
38,1988-12-08 10:44:57+00:00,137.7927075178227,150.40086579871542,170.06395875426836,202.21589630751282,218.8672861893773,258.1728931245648,307.7384925962329,308.0163464271118,306.5585949529467,312.4413090671746
39,1989-05-01 10:43:18+00:00,130.83982420989432,143.05785917717213,168.12559258134286,188.94975146172573,199.71300496617044,248.0486621146751,294.7584456028904,290.2334943251987,300.0239566443071,317.77201665557357
40,1989-05-17 10:42:58+00:00,146.0578081834296,148.84032638326795,165.9027774587602,184.63602728029775,207.86412698070495,250.47066281712563,296.6978256534162,298.7808114305516,298.4440139991867,309.89886993243715
41,1989-08-05 10:41:27+00:00,,,,,,,,,,
42,1989-08-21 10:41:05+00:00,152.280481238427,159.43350811212073,188.4917079932002,203.449417341184,223.34492349316096,266.90711023995414,309.4538561282857,304.73309406177543,303.27669119593884,316.3827647010969
43,1989-09-06 10:40:44+00:00,152.12196203209453,157.75846747597498,182.6315407845329,203.6315534329002,210.4258626737983,254.75347641007733,307.81645788095864,297.9383068539148,305.8147737362561,317.8799107131145
44,1989-09-22 10:40:13+00:00,145.48611112497332,143.7466438289349,170.21123330486984,193.38894075339005,199.40685493735404,253.64255136077168,298.56504642175247,294.4547426427825,297.991617317311,308.01343169440855
45,1989-10-08 10:40:02+00:00,148.69540791073962,157.45900024666147,183.20832072556112,208.07632852389986,211.08247718614285,252.21251733116827,302.7354426532503,294.7102270360426,298.5482927975021,311.287519653619
46,1989-11-09 10:38:59+00:00,136.3658099754009,149.20513282043677,176.19312730388756,197.29549905197194,214.86141701737313,253.32708421182366,290.72860145319373,288.8009229074575,283.1687010158839,305.70829312491395
47,1990-01-28 10:36:35+00:00,122.56667114566453,141.59960277210007,151.62040327004883,191.11631611831467,202.68664067623303,235.90768620009425,291.10080746304004,292.981905909479,283.74747193106725,297.47513228698097
48,1990-03-01 10:35:33+00:00,121.51718875056288,144.4376802320708,165.34974102540957,195.6648828584298,210.8527135693649,252.84646569318207,309.9137217726451,294.28805149174536,288.7287941488845,290.20223797735446
49,1990-03-17 10:35:01+00:00,134.46526315261423,156.23271134969787,166.97954445358818,203.22722708039691,220.46537887953838,252.33465202666227,306.28929259916623,304.6803421833405,296.01002412780895,297.61718245867485
50,1990-04-02 10:34:34+00:00,149.11499707774362,115.12998669721085,,,,239.58972431830972,287.58335579475704,283.9427619129393,283.2532058953103,291.1470502445669
51,1990-04-18 10:34:45+00:00,141.43329337665523,147.182988833222,174.58786832201912,202.8558796812062,207.48880271436462,256.7195385413444,308.30577686005097,307.47304611031643,308.80076577780665,314.1022838937899
52,1990-05-04 10:34:39+00:00,140.62416155267397,152.17128650007345,167.31976376627813,204.3346480701416,199.3463077065852,237.97572462136117,289.764571947495,292.72804468614765,292.43567157087404,302.9045336741762
53,1990-06-05 10:34:42+00:00,130.93118435104876,141.11299478748893,162.75610276692765,193.89774692450627,207.5065237747275,257.48241122374486,310.99635665098845,298.1962120543376,300.4312264651004,309.9682345000149
54,1990-07-07 10:34:38+00:00,136.54358734796432,161.96611615674777,179.02911667084328,200.33981049713526,209.93248942961858,256.53621896737184,304.8906064169841,292.73960339039274,297.7473398721019,305.58812726671385
55,1990-07-23 10:34:34+00:00,137.72568212276843,155.97114091856943,177.57313977977108,206.60519832188407,218.31194834816768,259.53266782427204,305.7451651637173,304.0273819176011,303.25023649843683,305.78865054659
56,1990-08-08 10:34:30+00:00,141.9379984982188,166.6512253336007,180.1501008108459,214.88764217084582,224.51048169343272,257.4693207237699,313.0973209142813,303.914498496448,312.09583194548014,322.3074393223797
57,1990-09-09 10:34:20+00:00,141.335455250302,157.24296318080496,168.82418268236768,201.3754763752538,208.99687060961242,255.1123831087196,312.6692934152196,306.064765046813,310.7868134273822,317.5503248181926
58,1990-09-25 10:34:16+00:00,141.00535290890932,153.00183417934755,171.28242208652804,202.64538683918397,220.5865506364907,261.85126660426,310.25849026254275,283.24920614886577,,
59,1990-10-11 10:34:09+00:00,134.35073923095118,144.10257072778916,167.11757941567316,192.58501181304013,206.76170234940923,255.21542516857966,297.00900642260626,292.3240826585626,291.92078267227805,293.6103268427498
60,1990-10-27 10:34:01+00:00,,144.08366605934506,162.68442787194593,188.16580455431605,203.2983339722691,238.18836890826066,295.71414994028885,293.6858982318674,290.0658202833158,304.4509899713854
61,1990-11-12 10:34:02+00:00,123.06571461811876,130.13597637860693,151.94788259377927,173.21318856909252,196.9476197997994,234.31651462860543,285.59264642414996,270.9420261488261,271.37973293714793,274.034680336757
62,1990-11-28 10:33:47+00:00,129.4844606715787,139.52500187012373,152.6244110485274,174.76330252653227,188.58912213847606,233.10439024458088,289.9846372415616,281.4105966139867,283.49607464944665,293.6266870705481
63,1991-01-15 10:34:46+00:00,139.31218748927864,140.60027442585846,153.3672265150959,179.13565582296974,192.70005778189372,241.33442924732685,300.8076998375004,284.7341507203897,296.212455498668,308.8221775518302
64,1991-04-21 10:36:51+00:00,142.2817561333584,157.69890758773622,174.4556042605151,200.58753331912067,209.01023380753637,249.5085220109687,301.5576598304118,299.7783077443771,296.3869173442654,315.4012515041094
65,1991-05-07 10:36:51+00:00,145.71672148228834,159.33620246900568,170.21174752017401,193.82245483758942,202.5569695358015,251.5214290388143,310.20994635088937,309.9829930825164,303.9169183562418,319.3361958459361
66,1991-06-08 10:37:19+00:00,129.84121305436184,136.78983834018425,160.32603291114043,187.5512580287547,197.4615980896396,236.2907771602106,285.39319454632493,286.090554640335,286.60782608882334,287.87180484456553
67,1991-06-24 10:37:33+00:00,139.75611448414605,143.08563056268326,164.73925924763245,204.55041147376414,223.38210088105683,252.35450787975935,313.27924847851284,297.6858614736176,291.32885528151724,296.4822100997894
68,1991-07-26 10:37:59+00:00,162.96737490883646,168.9005920822425,181.43909677307454,206.0959691292855,211.5227123644425,248.75351902559453,309.0543625122393,301.30327676970666,299.09949519788984,319.52614273298286
69,1991-08-11 10:38:02+00:00,154.1476608326743,163.76272395827388,175.65478610917617,207.4740465206723,222.75771255024438,258.5824777326611,317.682915896454,312.7727482231212,311.6450905890732,322.74247881594846
70,1992-01-02 10:38:47+00:00,132.9420853419616,147.8137918590523,160.2293076153415,185.8060923291232,209.97047910724427,254.0551234727102,303.16410360374186,295.670956193635,293.59093561880024,295.57831591132845
71,1992-01-18 10:38:46+00:00,129.79801373494394,138.90756681601758,159.74220472290705,190.92793120538664,207.49594530101962,238.95592589628353,291.38695811414675,289.04860881575746,300.4205821774382,311.3791272515367
72,1992-02-03 10:38:48+00:00,144.68538508073428,157.37749274891917,180.74744629999014,204.09031943868854,225.56449805962478,265.8705300007872,307.5377283861627,298.3387239358697,299.3133542848016,307.9629331547434
73,1992-02-19 10:38:39+00:00,142.89589417044098,157.70577818791574,188.88197280801938,219.72175293164705,234.69475128039292,267.81909345674615,318.4616621616387,308.60827001405437,308.9440735788646,315.72875397641957
74,1992-03-22 10:38:41+00:00,154.89711532448774,168.33445820255744,194.7262658205849,219.47252712833097,221.278552661135,259.2670375538579,303.8436317147578,306.6442065083721,304.537085252789,322.4900126130419
75,1992-04-23 10:38:23+00:00,144.67072636743882,155.80657903480142,177.25993757512734,205.90068155206868,226.04274550882218,254.4689605953207,304.91538023946714,303.12057268126483,295.9959433810534,301.0363558366757
76,1992-05-09 10:38:14+00:00,145.9912604757314,156.1986449981423,177.604057623811,207.72078495403227,221.84063643791342,251.967798349836,304.94538622091216,304.9193509742205,303.68827167400514,309.77014007643197
77,1992-06-10 10:37:57+00:00,145.70295255988157,152.86320760118406,167.32485007616373,196.55578982387186,201.96622715721531,243.47918172615005,300.3568508022603,296.11279259064213,294.0403149524044,309.99524100789074
78,1992-06-26 10:37:45+00:00,133.7202492248567,144.37517710267377,168.77879092009843,207.35015142301376,225.0059476672422,262.4726904381968,310.8874374263704,310.29571921047994,306.2370089280455,312.6950104925296
79,1992-07-12 10:37:33+00:00,145.23211701285692,149.7247514550533,183.53886154785107,218.17575677358104,234.1827226699637,276.56875953691844,314.96471384705507,308.559044290572,298.210437199124,316.49392377181556
80,1992-07-28 10:37:21+00:00,132.70458016446275,145.01742176014258,176.56643260619634,205.81754517530547,221.10535230858164,250.7674458816125,297.3951296239866,297.48636021199525,289.00370218483977,309.72493100146744
81,1992-08-13 10:37:07+00:00,151.9279688253304,161.59542782166028,190.01325595706268,213.49392330273926,231.2333056360405,265.89472365277607,306.5963407330077,304.68892532765125,308.25689938257995,327.4336964125338
82,1992-09-14 10:36:38+00:00,151.1569418886918,153.1411312370752,184.72103363009694,210.30936606117334,225.18471422579745,269.32250479341263,311.57385410280443,314.27880843193327,317.16481111610085,328.4464371683272
83,1992-09-30 10:36:17+00:00,166.97105209596356,,,,231.7507256968705,260.40448434397223,,,308.1201056020355,309.5757178915161
84,1992-11-17 10:35:32+00:00,140.2070226818691,141.10066446575672,164.07954314006264,191.48079074061098,214.29643254355412,242.91520034354323,302.45488099109537,295.669622704565,297.8168502491623,307.28923823918706
85,1993-02-05 10:36:23+00:00,140.89050437027055,148.7828351967659,182.44511791490163,205.56478055138194,216.1911124769953,248.5927939643355,295.0715189982162,290.84872258620044,296.8780525770393,310.8885006389136
86,1993-02-21 10:36:28+00:00,162.14564465391175,173.22003269477761,190.2001628113079,207.32388797125375,223.23853869411022,261.5681068491525,311.4054989477173,311.39999992410515,314.99701776785804,326.3628097785732
87,1993-03-09 10:36:40+00:00,149.67738393602608,151.82068416487962,,242.01627838729962,208.82675366761532,250.46884804261305,257.8872284402211,,,
88,1993-04-10 10:36:48+00:00,132.48828604404468,149.9178141372243,185.0462276854256,208.25990229477046,227.91530662809052,264.6178347482903,320.1563463339969,318.1576828863672,315.82889563439244,329.4373088683283
89,1993-05-28 10:37:02+00:00,130.89292422531082,148.6258854075608,173.84634655863596,198.40092420300516,208.0139229980625,252.35963323656233,300.8141074671283,289.92142553699273,297.5583883845796,309.0725114188864
90,1993-06-29 10:36:56+00:00,,,,226.02044379202812,212.5284693560924,251.67698358011256,293.7547569826193,291.40343118699184,290.7477193587728,301.6970213990847
91,1993-07-15 10:36:55+00:00,138.17948446837192,154.13136886685504,176.5260361112633,203.79472668217227,217.17698526659944,260.5738337191081,305.26391442254464,303.69858078890223,309.362414688707,315.1633025915976
92,1993-07-31 10:36:54+00:00,144.47947148702613,155.1549803537,184.8959366883049,213.455580006981,226.83362996316592,256.668062720016,312.91806693129786,311.451144407152,301.7765086616638,315.3366369820314
93,1993-08-16 10:36:55+00:00,147.23491696882365,156.28258199595587,182.29685517622022,219.19265954306314,226.71569101164653,262.82564896480847,312.6229529060895,306.6534046633539,303.50098762568217,317.7851609713878
94,1993-10-03 10:36:46+00:00,159.63056553160365,157.65585933620787,193.27688898936043,218.08875956714812,240.75968549019203,278.41417573334866,328.7923823577596,319.2220865220525,322.6366253613324,333.2477250194307
95,1993-10-19 10:36:40+00:00,165.40941622588235,168.51500456655575,206.11643303771837,226.1641034365408,251.84851905727197,281.52509396584145,331.37741483061683,331.5864068075247,333.2674699558849,342.1149361535308
96,1993-11-04 10:36:34+00:00,119.0246248845738,134.9511098798988,168.61887152217986,191.83632209272116,215.2983502027818,246.31231284040348,293.44786645720524,290.79796426681224,295.2232456053979,304.1539586307545
97,1994-01-23 10:35:47+00:00,154.6118084881847,155.37005598262078,184.27482646152043,205.79447978379793,222.55306039916627,254.15775411002622,307.41209761495634,296.55741257624095,297.02321704019744,307.0767902131156
98,1994-02-08 10:35:38+00:00,138.706655199112,138.45872096879646,174.15537775144844,196.2798969307176,219.6269584540733,249.15201088425502,300.2859121996189,293.9221158803126,291.2785491614903,300.0117617972319
99,1994-03-12 10:35:10+00:00,150.03277899194362,158.13214029517272,179.1099428055883,199.8412618447135,205.91547891716345,247.80698494441742,302.9364778407182,297.97151823058994,297.7766393100052,315.7318842260528
100,1994-04-13 10:34:36+00:00,155.1429452860062,168.7820739523596,190.63971955732242,206.21009683335936,223.3631176235295,253.51144022730116,308.5729166889287,308.59312551859136,304.4198220561158,320.1919873147757
101,1994-05-31 10:33:45+00:00,131.44175991682775,149.5966459240177,178.70963842970383,207.39584508187005,222.55011477585202,251.1560926794794,310.46198524835006,302.50394345356415,310.1804961487695,322.68367129105724
102,1994-06-16 10:33:25+00:00,142.23945860677534,154.14512782184423,178.20779898056767,205.71076166855215,225.84939868542122,267.48433707638316,313.81531924385206,305.4888829728743,314.43949048343336,317.90118106185685
103,1994-07-02 10:33:01+00:00,133.2342937608729,143.1809976923176,175.30712595024795,200.19071092423965,217.32024792341315,250.01091757211054,302.8818255940512,301.49469599653696,307.28069488083565,312.9107533115979
104,1994-09-20 10:30:55+00:00,155.57473405236743,166.36081569399556,181.63611163792567,211.80459956621667,224.97077775611024,260.87773683812554,308.762480604277,302.4064117149931,306.4687049461935,321.99274398227556
105,1994-11-23 10:28:49+00:00,128.47739053863512,140.08869395095763,166.8041817051642,201.8136079253347,212.8988633589131,248.95692892856138,297.41941473586337,293.0347794857655,296.5698912477667,312.0085437074448
106,1994-12-09 10:28:21+00:00,124.39910860034885,129.81359805519548,149.91510659489356,179.27829946221107,199.3746352851684,229.27661804066437,286.5068561603143,283.8708241603413,285.7209483422239,298.47091944016915
107,1994-12-25 10:27:49+00:00,149.76860677619987,157.3956132115723,176.75354294014681,201.74420714444562,223.1872172454051,257.24704772095174,308.2898117421586,299.5480853194614,304.37906518055524,317.66286606416736
108,1995-01-10 10:27:16+00:00,147.67432561033766,143.18440645120134,170.765664780169,198.6601194548053,213.63583226528579,254.13315085023498,310.28892412931623,297.6118500737865,300.78836138173915,313.6295365001721
109,1995-01-26 10:26:40+00:00,,130.03225827327992,151.57981226908703,187.84621527299714,156.86866481713736,237.8558923546667,280.7332236445812,261.43483860854474,226.1246977901231,
110,1995-03-15 10:24:44+00:00,154.83926262033472,157.8253954931011,182.12325891049045,206.8254382779854,226.48675068293738,256.61409149387913,308.98252686216347,300.90169007707186,298.5643537846605,308.9003130408398
111,1995-03-31 10:24:05+00:00,153.84771676304183,164.00564416028166,185.6115584641841,210.55512119307957,226.78718302762582,262.60866775430486,320.52140847524254,310.5553780407254,315.82204532046285,330.1093501968049
112,1995-06-19 10:20:31+00:00,157.15927897975743,157.63519786642104,184.46359872162654,210.27571308184906,223.48349600774475,254.17123810193914,311.20150564372454,307.42183233677554,306.80879539140227,318.2895364330104
113,1995-07-05 10:19:48+00:00,151.93897914728564,160.6300120875839,185.65915598190946,207.58394987537054,221.48005937721075,258.3212581590814,322.51978437069806,312.14154504260785,312.406034286677,331.09598815523907
114,1995-07-21 10:19:04+00:00,133.67876398826988,138.68569077637088,164.47001637929128,192.98291710061085,204.31353449891287,245.10295003906037,297.74399318868416,294.8672745851875,295.0770409537328,306.4443578502182
115,1995-08-06 10:18:20+00:00,152.60170858282802,160.42598762793332,188.86001039059892,208.19314498154137,231.15597626038354,263.0094749834567,318.7132404848833,313.2165515035035,305.6638734621207,320.3759662777476
116,1995-09-07 10:16:51+00:00,132.06630334772774,142.94339395639804,168.77835696298058,193.22917012415897,208.73995655895192,243.7350642902873,304.1012486219711,293.40835139323656,295.23987588601204,306.6097190880049
117,1995-09-23 10:16:03+00:00,159.25346537204774,163.643234308756,192.2841075244248,219.67055732900894,242.7340903357748,277.78729967340763,322.4545707496386,317.09824587467165,314.0145072855447,335.15790883552427
118,1995-11-26 10:14:19+00:00,138.59493426740136,143.32968087357597,173.71599930929816,196.65254399887468,210.55629720749096,254.17783089825792,303.147130724742,290.6378953113108,297.5147899775251,313.82313909835636
119,1996-04-18 10:24:01+00:00,149.50954425105508,160.6433985325966,184.86449938045143,208.78957980326527,223.33063033798305,258.11562695046644,303.0895833035768,296.2288009226914,302.4724100222993,308.90628434192087
120,1996-06-05 10:26:47+00:00,146.707723642943,153.73078961114112,184.33709191260124,205.1646436732532,223.79162384802902,264.38975665445383,300.466844549591,299.15155255547404,304.8797355274126,312.78172487937366
121,1996-07-23 10:29:20+00:00,139.7591102140838,145.2852874507438,172.50703473778856,191.29933854827178,211.07463919161637,251.59107039847117,291.22547813025704,297.49321175549113,298.83913307465644,311.16938951731606
122,1996-08-08 10:30:11+00:00,134.15280164153359,145.51947452353687,168.04123495413407,190.8764742693312,209.04814734923713,241.04280098162633,284.8883278907155,278.5323208265002,292.42627027799483,302.24714116799134
123,1996-08-24 10:31:00+00:00,167.14300531454668,158.15034476033154,184.245682464525,198.9018713988566,197.02493912865515,261.5619806320846,,,,
124,1996-09-25 10:32:47+00:00,127.16075644809963,116.8633332327003,165.10715043825903,220.09090702345833,197.14407657143306,227.23129243931626,271.9005040224109,249.41117313193843,250.0056131502607,329.2787742860626
125,1996-10-27 10:34:25+00:00,136.3196132165439,145.98195694532143,175.24051030860375,199.46526235200352,209.17912305839636,249.20014869866026,295.96792150887745,293.267327032872,297.3677944147174,307.2297075726061
126,1996-11-28 10:35:56+00:00,146.2278842268559,148.6635435000268,176.32176527133154,201.23307147614585,215.56588738466525,248.66582415102846,301.5187498259906,296.11399303285697,302.6864525368353,309.27603694695074
127,1996-12-30 10:37:27+00:00,127.03601632472366,127.12206739888676,161.350158641775,182.9857711354651,195.3038288424173,238.5594926571501,299.31774849422106,286.34638302625746,279.2401259820037,288.4927971192883
128,1997-03-04 10:40:16+00:00,127.31839002945938,127.9086037102609,160.913164409315,180.38929276647917,196.73421836648942,233.12381655766006,293.13288470231726,278.6655450350103,285.787815168833,292.44120348052707
129,1997-06-08 10:43:43+00:00,150.22457075989834,148.61399393405412,184.08281535943655,207.8338402827224,224.90038930863872,263.40209050488124,306.97489750658417,302.7218781700958,303.30145285839467,318.2025914054985
130,1997-06-24 10:44:16+00:00,154.08848665577716,158.7633665115342,179.83973816815504,204.4593045980343,221.8498299100737,261.09045783645115,305.11254075437967,302.6420748435155,309.00565060904216,312.80708169200614
131,1997-07-10 10:44:49+00:00,,188.73696956937843,174.45828021618377,199.5412796861033,216.6744229736891,252.59784875275182,304.99804415716847,299.6767819651425,301.77207529446525,311.55525867875036
132,1997-07-26 10:45:22+00:00,153.35979964121654,158.22505449302875,178.1550011891207,202.5081435734116,216.8403636223767,251.40712318593967,307.91567204820444,302.17481694449987,304.022042565006,309.8663940273775
133,1997-08-11 10:45:53+00:00,149.2483495804533,155.9621970866347,180.76221284937802,203.1655167806381,214.95543767468217,254.72350934314463,309.8001329042298,302.5111603440582,304.1804083124906,316.0315035391294
134,1997-09-12 10:46:50+00:00,141.9301677261973,145.9042732858117,174.48274987698318,198.39999319284675,213.49859824275595,251.77820469465559,303.3262210409907,291.91004338213315,296.7502867586379,306.40048628404554
135,1997-09-28 10:47:18+00:00,147.8574733903992,,,191.92527181956729,205.460468019639,247.18122929959105,296.1993118953487,293.17290010406134,295.1935972304734,303.82093308124644
136,1997-10-14 10:47:43+00:00,151.206537801632,154.28929254736443,177.63268217360968,202.39973443090184,210.11854101659574,251.04940010279842,306.0781978742536,291.3883600654696,298.28347516863386,309.5916292275389
137,1997-10-30 10:48:10+00:00,151.92130890643892,151.30257024233723,180.77102346826337,202.74267477755924,209.39177224667458,255.8368574899176,297.25121250791636,290.5077562340774,288.0002929198507,307.19532262705786
138,1997-11-15 10:48:33+00:00,145.86614201333546,158.65685610693026,182.4415371875796,201.11160923592078,219.58452591393115,252.25011317708424,302.9034911957312,300.41215521388244,302.6077251799404,306.2297349577694
139,1998-03-07 10:50:59+00:00,139.6198082800923,150.02935073250245,175.80716819142975,185.51110671057285,201.31419341213945,238.9045275485605,289.79701412068954,280.8876938824144,287.2185700535282,295.3657839334385
140,1998-03-23 10:51:13+00:00,126.51057694186994,139.4485477291698,164.68362416890633,179.07976935135108,196.16655253854347,225.73451773307997,277.3967946889874,273.41036441335996,273.6153268258796,284.4439607263241
141,1998-06-11 10:52:22+00:00,159.48236948134365,155.10855882528966,184.31211450887452,194.23331053499092,220.14705648314975,243.78101105160664,296.064883341121,285.77063052471226,291.8806044692569,312.0227470703917
142,1998-06-27 10:52:32+00:00,160.802819428137,164.10312053779444,194.4694957786052,205.03869581291508,224.914617725367,256.1748153935782,309.02147770723445,295.13207091629334,300.32716658666214,316.78272667299325
143,1998-07-13 10:52:45+00:00,158.96543175915346,165.14037527711707,191.0329207432093,204.29905801567833,221.48637852182992,254.28421727151877,306.70411462159194,301.50554772110166,299.34013278999174,316.6351336981269
